kepid;kepoi_name;kepler_name;koi_disposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_impact;koi_duration;koi_depth;koi_prad;koi_teq;koi_insol;koi_model_snr;koi_steff;koi_slogg;koi_srad;ra;dec;koi_kepmag
10797460;K00752.01;Kepler-227 b;CONFIRMED;1;0;0;0;0;9.48803557;0.146;2.9575;615.8;2.26;793;93.59;35.8;5455;4.467;0.927;291.93423;48.141651;15.347
10797460;K00752.02;Kepler-227 c;CONFIRMED;0.969;0;0;0;0;54.4183827;0.586;4.507;874.8;2.83;443;9.11;25.8;5455;4.467;0.927;291.93423;48.141651;15.347
10848459;K00754.01;;FALSE POSITIVE;0;0;1;0;0;1.736952453;1.276;2.40641;8079.2;33.46;1395;891.96;505.6;5805;4.564;0.791;285.53461;48.28521;15.597
10854555;K00755.01;Kepler-664 b;CONFIRMED;1;0;0;0;0;2.525591777;0.701;1.6545;603.3;2.75;1406;926.16;40.9;6031;4.438;1.046;288.75488;48.2262;15.509
10872983;K00756.01;Kepler-228 d;CONFIRMED;1;0;0;0;0;11.09432054;0.538;4.5945;1517.5;3.9;835;114.81;66.5;6046;4.486;0.972;296.28613;48.22467;15.714
10872983;K00756.02;Kepler-228 c;CONFIRMED;1;0;0;0;0;4.13443512;0.762;3.1402;686;2.77;1160;427.65;40.2;6046;4.486;0.972;296.28613;48.22467;15.714
10872983;K00756.03;Kepler-228 b;CONFIRMED;0.992;0;0;0;0;2.56658897;0.755;2.429;226.5;1.59;1360;807.74;15;6046;4.486;0.972;296.28613;48.22467;15.714
6721123;K00114.01;;FALSE POSITIVE;0;0;1;1;0;7.36178958;1.169;5.022;233.7;39.21;1342;767.22;47.7;6227;3.986;1.958;298.86435;42.151569;12.66
10910878;K00757.01;Kepler-229 c;CONFIRMED;1;0;0;0;0;16.06864674;0.052;3.5347;4914.3;5.76;600;30.75;161.9;5031;4.485;0.848;286.99948;48.37579;15.841
11446443;K00001.01;Kepler-1 b;CONFIRMED;0.811;0;0;0;0;2.470613377;0.818;1.74319;14231;13.04;1339;761.46;4304.3;5820;4.457;0.964;286.80847;49.316399;11.338
10666592;K00002.01;Kepler-2 b;CONFIRMED;1;0;1;0;0;2.204735417;0.224;3.88864;6674.7;16.1;2048;4148.92;5945.9;6440;4.019;1.952;292.24728;47.969521;10.463
6922244;K00010.01;Kepler-8 b;CONFIRMED;0.998;0;0;0;0;3.522498429;0.631;3.19843;9145.7;14.59;1521;1264.67;1741.5;6225;4.169;1.451;281.28812;42.45108;13.563
10984090;K00112.02;Kepler-466 c;CONFIRMED;1;0;0;0;0;3.709214104;0.051;2.6302;131.1;1.16;1206;500.46;50.6;5833;4.407;1.022;295.64871;48.49556;12.772
10419211;K00742.01;;FALSE POSITIVE;0;0;1;0;0;11.52144606;2.483;3.6399;17984;150.51;753;75.88;622.1;5795;4.554;0.848;297.07993;47.597401;15.472
10464078;K00743.01;;FALSE POSITIVE;0;0;1;0;0;19.40393776;0.804;12.2155;8918.7;7.18;523;17.69;214.7;5043;4.591;0.68;289.25821;47.635319;15.487
10480982;K00744.01;;FALSE POSITIVE;0;0;1;0;0;19.22138894;1.065;4.79843;74284;49.29;698;55.97;2317;6117;4.496;0.947;295.81454;47.69035;15.341
10485250;K00745.01;;FALSE POSITIVE;0;0;1;0;0;16.46983774;0.292;9.4378;10479;7.94;595;29.61;303.4;5152;4.517;0.786;297.15442;47.668701;15.788
10526549;K00746.01;Kepler-660 b;CONFIRMED;1;0;0;0;0;9.27358173;0.387;3.2875;1288.3;2.47;649;41.85;87.2;4856;4.583;0.696;288.13824;47.724449;15.302
10583066;K00747.01;Kepler-661 b;CONFIRMED;1;0;0;0;0;6.02930329;0.258;1.5821;1912.7;2.85;678;50.04;65.4;4537;4.648;0.672;283.71088;47.86327;15.784
10583180;K00748.01;;FALSE POSITIVE;0;0;1;1;1;2.696370652;0.044;3.6129;397.9;1.58;1066;305.34;48.2;4989;4.504;0.819;283.76547;47.804298;15.269
10601284;K00749.01;Kepler-226 c;CONFIRMED;1;0;0;0;0;5.349553819;0.092;3.0278;831;2.55;919;168.99;60.6;5185;4.44;0.91;292.37613;47.880989;15.416
10601284;K00749.02;Kepler-226 b;CONFIRMED;0.98;0;0;0;0;3.94105221;0.226;2.5984;363.3;1.7;1018;253.15;28.9;5185;4.44;0.91;292.37613;47.880989;15.416
10601284;K00749.03;Kepler-226 d;CONFIRMED;0.971;0;0;0;0;8.10904807;0.025;3.596;217.4;1.3;800;97.03;14.1;5185;4.44;0.91;292.37613;47.880989;15.416
2306756;K00113.01;;FALSE POSITIVE;;0;1;0;0;386.6030528;0.9765;6.8057;24927;41.5;297;1.84;994;5543;4.081;1.58;292.27374;37.671558;12.394
10662202;K00750.01;Kepler-662 b;CONFIRMED;1;0;0;0;0;21.67699193;0.896;3.4555;857.2;2.95;530;18.64;34.3;4954;4.5;0.828;290.46512;47.92918;15.377
10682541;K00751.01;Kepler-663 b;CONFIRMED;1;0;0;0;0;4.99677968;0.71;2.1717;934.7;2.78;917;166.95;28.2;5339;4.552;0.847;297.80826;47.946671;15.861
11460018;K00769.01;Kepler-671 b;CONFIRMED;1;0;0;0;0;4.280963604;0.424;2.875;750.8;2.3;1012;247.87;61.8;5644;4.564;0.831;294.26581;49.314091;15.356
11463211;K00770.01;;FALSE POSITIVE;0;0;0;1;0;1.50635409;0.86;1.5155;2211.7;4.53;1452;1054.12;181.1;5714;4.563;0.831;295.66522;49.351009;15.525
11465813;K00771.01;;FALSE POSITIVE;0;0;1;1;0;670.645531;0.701;53.412;18091;14.14;196;0.35;642.7;5520;4.466;0.983;296.69861;49.316479;15.207
11493732;K00772.01;;FALSE POSITIVE;0;0;1;0;0;61.2563628;1.248;7.633;5123.3;39.87;505;15.43;85.3;6144;4.402;1.091;283.72592;49.479519;15.25
11507101;K00773.01;Kepler-672 b;CONFIRMED;1;0;0;0;0;38.3775486;0.468;5.588;724.2;2.82;529;18.53;34.7;5481;4.369;1.036;291.72202;49.480869;15.172
10910878;K00757.02;Kepler-229 d;CONFIRMED;0.992;0;0;0;0;41.19725502;0.045;4.6297;2213.9;3.86;439;8.76;51.2;5031;4.485;0.848;286.99948;48.37579;15.841
10910878;K00757.03;Kepler-229 b;CONFIRMED;1;0;0;0;0;6.252962249;0.105;2.5819;1036.9;2.65;823;108.3;47.1;5031;4.485;0.848;286.99948;48.37579;15.841
10987985;K00758.01;Kepler-665 b;CONFIRMED;1;0;0;0;0;16.01308419;0.799;3.2554;1121.9;3.1;593;29.31;33.2;5015;4.499;0.826;297.02563;48.478588;15.39
11018648;K00759.01;Kepler-230 b;CONFIRMED;1;0;0;0;0;32.62876672;0.021;4.7971;1804.8;3.36;506;15.55;80;5586;4.56;0.798;285.71854;48.505859;15.082
11018648;K00759.02;Kepler-230 c;CONFIRMED;0.978;0;0;0;0;91.7732862;0.606;6.473;652;2.12;359;3.92;19.1;5586;4.56;0.798;285.71854;48.505859;15.082
11138155;K00760.01;Kepler-1976 b;CONFIRMED;1;0;0;0;0;4.959319244;0.831;2.22739;9802;12.21;1103;349.4;696.5;5712;4.359;1.082;292.16705;48.727589;15.263
11152159;K00761.01;;FALSE POSITIVE;0;0;1;1;0;2.701287801;1.016;3.3827;860.4;6.54;1222;527.81;48.3;5550;4.468;0.91;297.92365;48.777321;15.54
11153539;K00762.01;Kepler-666 b;CONFIRMED;1;0;0;0;0;4.49876511;0.312;3.7362;460;2.1;1133;389.62;29.5;6075;4.486;0.969;298.45685;48.791592;15.395
11242721;K00763.01;;FALSE POSITIVE;0;0;1;0;0;19.65120951;0.723;5.2514;11766;12.42;730;67.03;513.4;6074;4.391;1.063;291.0939;48.933842;15.536
9579641;K00115.01;Kepler-105 b;CONFIRMED;1;0;0;0;0;5.412203927;0.787;2.9472;601.6;2.94;1093;337.68;166.7;5779;4.339;1.087;287.88733;46.276241;12.791
11304958;K00764.01;Kepler-667 b;CONFIRMED;0.998;0;0;0;0;41.43958662;0.355;10.5989;2793.1;5.5;516;16.72;141.1;5468;4.367;1.046;295.55505;49.017342;15.4
11391957;K00765.01;Kepler-668 b;CONFIRMED;1;0;0;0;0;8.35389523;0.023;2.2514;1041.6;2.52;790;91.9;43.4;5592;4.582;0.787;285.49924;49.277351;15.317
11403044;K00766.01;Kepler-669 b;CONFIRMED;1;0;0;0;0;4.125543472;0.597;3.1744;1487.3;4.43;1243;565.35;128.6;6174;4.417;1.103;291.93616;49.253979;15.506
11414511;K00767.01;Kepler-670 b;CONFIRMED;1;0;0;0;0;2.816504904;0.105;2.50587;16814;12.21;1219;521.13;1406.8;5532;4.452;0.955;297.01547;49.225288;15.052
11442465;K00768.01;;FALSE POSITIVE;0;0;1;1;0;33.93373447;0.812;14.561;8503.7;7.34;430;8.11;236.1;5040;4.628;0.705;284.17233;49.360722;15.716
12110942;K00786.01;Kepler-680 b;CONFIRMED;1;0;0;0;0;3.689920099;0.151;2.6557;426.7;1.89;1147;408.99;35.6;5880;4.518;0.917;291.62241;50.61824;15.242
12366084;K00787.01;Kepler-232 b;CONFIRMED;1;0;0;0;0;4.431238488;0.405;3.15;1010.9;3.25;1104;351.23;71.1;5714;4.428;1.015;295.81616;51.121738;15.367
12366084;K00787.02;Kepler-232 c;CONFIRMED;1;0;0;0;0;11.37936986;0.911;2.6255;1023.5;3.95;806;99.68;37.9;5714;4.428;1.015;295.81616;51.121738;15.367
12404086;K00788.01;Kepler-681 b;CONFIRMED;1;0;0;0;0;26.39432897;0.602;3.573;1510.9;3.07;489;13.49;48.2;5129;4.595;0.763;289.39972;51.25032;15.234
8395660;K00116.01;Kepler-106 c;CONFIRMED;1;0;0;0;0;13.57078281;0.866;3.3539;511.7;2.64;785;89.61;88.4;5854;4.406;1.012;300.86398;44.337551;12.882
9579641;K00115.02;Kepler-105 c;CONFIRMED;1;0;0;0;0;7.12594387;0.898;3.0014;192.4;1.79;997;233.31;47.1;5779;4.339;1.087;287.88733;46.276241;12.791
11656840;K00774.01;;FALSE POSITIVE;0.014;0;1;0;0;7.442652004;0.137;2.3078;24446;15.03;967;206.78;835.6;6108;4.469;0.956;288.98682;49.733742;15.27
11754553;K00775.01;Kepler-52 c;CONFIRMED;1;0;0;0;0;16.38489988;0.001;3.0249;1127.1;2;433;8.35;28.9;4126;4.661;0.615;286.73804;49.97575;15.095
11754553;K00775.02;Kepler-52 b;CONFIRMED;1;0;0;0;0;7.8774163;0.041;2.0805;1306.1;2.16;553;22.18;38.7;4126;4.661;0.615;286.73804;49.97575;15.095
11754553;K00775.03;Kepler-52 d;CONFIRMED;1;0;0;0;0;36.4454001;0.028;4.007;1122.3;1.99;332;2.88;21.7;4126;4.661;0.615;286.73804;49.97575;15.095
11812062;K00776.01;Kepler-673 b;CONFIRMED;1;0;0;0;0;3.728732147;0.558;2.683;5226.5;6.02;1023;258.34;345.2;5497;4.577;0.809;290.78574;50.054119;15.523
11853255;K00778.01;Kepler-674 b;CONFIRMED;1;0;0;0;0;2.243380573;0.915;1.1196;821.7;1.99;822;107.6;38.9;4149;4.698;0.564;285.17621;50.149818;15.135
11909839;K00779.01;;FALSE POSITIVE;0;0;1;0;0;10.40599802;0.324;6.5036;14489;11.23;833;113.94;745.2;5746;4.393;0.924;289.23553;50.241001;15.562
11918099;K00780.01;Kepler-675 b;CONFIRMED;1;0;0;0;0;2.337437946;0.28;1.9982;971.2;2.34;1070;311.16;82.4;5005;4.595;0.765;293.83331;50.23035;15.334
11923270;K00781.01;Kepler-676 b;CONFIRMED;1;0;0;0;0;11.59822233;0.679;2.5237;2804.5;2.65;396;5.82;71;3688;4.79;0.473;296.22195;50.28722;15.937
11960862;K00782.01;Kepler-677 b;CONFIRMED;1;0;0;0;0;6.575315881;0.39;4.3084;2793.3;5.31;1015;251.38;221.1;5992;4.415;0.989;290.09805;50.321609;15.312
12020329;K00783.01;Kepler-678 b;CONFIRMED;1;0;0;0;0;7.275040844;0.547;7.5377;3001;4.86;833;113.64;312.1;5485;4.556;0.867;295.45529;50.49456;15.08
12066335;K00784.01;Kepler-231 c;CONFIRMED;1;0;0;0;0;19.27153892;0.031;2.7594;1219.8;1.93;393;5.66;37.1;4077;4.702;0.56;293.97336;50.53191;15.385
12066335;K00784.02;Kepler-231 b;CONFIRMED;1;0;0;0;0;10.06524317;0.628;1.369;1053.3;1.91;488;13.43;30.3;4077;4.702;0.56;293.97336;50.53191;15.385
12070811;K00785.01;Kepler-679 b;CONFIRMED;1;0;0;0;0;12.3935651;0.883;3.8896;916.6;2.66;677;49.68;35.8;5557;4.603;0.75;296.02133;50.56778;15.505
8395660;K00116.02;Kepler-106 e;CONFIRMED;0.998;0;0;0;0;43.84439721;0.852;6.802;615.2;2.87;531;18.77;83.7;5854;4.406;1.012;300.86398;44.337551;12.882
3120431;K00798.01;;FALSE POSITIVE;0;0;1;1;0;3.341913228;1.213;3.813;725.3;21.55;1032;268.67;39;5295;4.551;0.811;292.31595;38.27029;15.629
3246984;K00799.01;;FALSE POSITIVE;0.773;0;0;1;0;1.626630225;1.26;2.1145;1620.6;32.43;1547;1355.88;103.6;5735;4.41;0.973;294.36819;38.31028;15.279
3342970;K00800.01;Kepler-234 b;CONFIRMED;1;0;0;0;0;2.711504086;0.023;3.0099;837.5;3.12;1420;960.79;64.5;6214;4.442;1.076;291.65353;38.494659;15.541
3342970;K00800.02;Kepler-234 c;CONFIRMED;1;0;0;0;0;7.21203748;0.012;4.0491;950.4;3.32;1025;260.58;51.5;6214;4.442;1.076;291.65353;38.494659;15.541
12459725;K00789.01;;FALSE POSITIVE;;0;0;0;1;14.1798187;0.1601;2.505;459.9;1.88;711;60.35;11.2;5799;4.539;0.878;291.0448;51.321671;15.727
12470844;K00790.01;Kepler-233 b;CONFIRMED;1;0;0;0;0;8.47237911;0.022;2.7245;1123.5;2.59;751;75.44;47.6;5354;4.587;0.788;296.36652;51.319519;15.339
12470844;K00790.02;Kepler-233 c;CONFIRMED;0.989;0;0;0;0;60.4189369;0.094;5.039;931.3;2.36;390;5.49;20.1;5354;4.587;0.788;296.36652;51.319519;15.339
12644822;K00791.01;Kepler-682 b;CONFIRMED;1;0;0;0;0;12.61190435;0.55;5.1497;6105.6;7.4;753;76.15;277.2;5795;4.508;0.919;289.11221;51.737381;15.14
2440757;K00792.01;;FALSE POSITIVE;0;0;1;0;0;1.433769925;1.268;1.8868;1976.3;46.58;1920;3209.29;112.6;6017;4.22;1.339;290.84369;37.728828;15.122
2445129;K00793.01;;FALSE POSITIVE;0;0;1;1;0;10.31872301;1.215;3.836;871.7;28.59;876;139.26;38.2;5927;4.409;1.06;291.84891;37.713501;15.065
2713049;K00794.01;Kepler-683 b;CONFIRMED;1;0;0;0;0;2.539183147;0.238;2.4282;382.1;2.06;1332;743.09;38.9;5519;4.35;1.062;291.43997;37.905659;15.026
3114167;K00795.01;Kepler-684 b;CONFIRMED;1;0;0;0;0;6.770300385;0.838;2.0844;1304;2.77;812;102.87;50.8;5653;4.656;0.679;290.87051;38.273628;15.591
3114661;K00796.01;;FALSE POSITIVE;0;0;1;1;1;0.444291966;1.258;2.0792;10967;27.51;1836;2706.26;299.7;5255;4.678;0.636;290.99689;38.28492;15.748
4139816;K00812.02;Kepler-235 d;CONFIRMED;1;0;0;0;0;20.06036336;0.556;3.3203;1494.7;1.96;361;4;35.2;3950;4.754;0.493;286.07913;39.27832;15.954
4139816;K00812.03;Kepler-235 e;CONFIRMED;1;0;0;0;0;46.1842039;0.013;4.758;1394.7;1.83;273;1.32;26;3950;4.754;0.493;286.07913;39.27832;15.954
8395660;K00116.04;Kepler-106 d;CONFIRMED;0.952;0;0;0;0;23.9800854;0.95;5.351;104;1.31;649;41.94;17.1;5854;4.406;1.012;300.86398;44.337551;12.882
4139816;K00812.04;Kepler-235 c;CONFIRMED;0.994;0;0;0;0;7.82502168;0.708;2.186;520.8;1.2;494;14.05;15.9;3950;4.754;0.493;286.07913;39.27832;15.954
4275191;K00813.01;Kepler-688 b;CONFIRMED;1;0;0;0;0;3.895936525;0.524;2.3111;8544.8;7.34;1005;241.62;370.8;5557;4.592;0.774;294.65524;39.308361;15.725
4476123;K00814.01;Kepler-689 b;CONFIRMED;0.999;0;0;0;0;22.36646466;0.4;5.228;986.8;2.32;536;19.45;32.1;5395;4.615;0.734;294.71063;39.52174;15.583
3351888;K00801.01;Kepler-685 b;CONFIRMED;1;0;0;0;0;1.625522174;0.076;2.38963;7969;9.73;1579;1467.41;799.7;5539;4.322;1.106;293.87192;38.422939;15.001
3554600;K00803.01;;FALSE POSITIVE;0;1;0;1;0;7.544039;1.175;6.222;322.6;17.47;838;116.46;14.2;5657;4.567;0.824;293.94116;38.601101;15.559
3641726;K00804.01;Kepler-1727 b;CONFIRMED;1;0;0;0;0;9.02930689;0.024;3.1449;1019.8;2.57;757;77.75;53.9;5349;4.526;0.82;290.33362;38.72823;15.387
3734868;K00805.01;;FALSE POSITIVE;0.053;0;1;0;0;10.32803571;0.281;7.7915;16918;13.28;843;119.31;636.8;5627;4.359;1.024;287.69675;38.886452;15.646
3832474;K00806.01;Kepler-30 d;CONFIRMED;1;0;0;0;0;143.2063047;0.379;8.9302;10566;8.9;308;2.14;138.8;5485;4.556;0.867;285.28363;38.947281;15.403
8395660;K00116.03;Kepler-106 b;CONFIRMED;0.95;0;0;0;0;6.164876;0.646;3.262;55.8;0.79;1021;256.35;14.4;5854;4.406;1.012;300.86398;44.337551;12.882
3832474;K00806.02;Kepler-30 c;CONFIRMED;0.745;0;0;0;0;60.32494216;0.224;6.6188;20280;12.19;411;6.77;347.2;5485;4.556;0.867;285.28363;38.947281;15.403
3832474;K00806.03;Kepler-30 b;CONFIRMED;;0;0;0;0;29.1598615;0.3619;4.803;488;1.91;524;17.85;11.6;5485;4.556;0.867;285.28363;38.947281;15.403
3836375;K00807.01;;FALSE POSITIVE;0;0;0;1;1;1.540397253;1.225;2.1541;816.1;25.69;1470;1105.68;38.8;5663;4.53;0.915;286.92639;38.921631;15.974
3838486;K00808.01;;FALSE POSITIVE;0;0;0;1;1;2.99025443;0.014;5.414;589.2;1.7;918;168.45;48.5;4667;4.578;0.731;287.74881;38.92955;15.842
3935914;K00809.01;Kepler-686 b;CONFIRMED;1;0;0;0;0;1.594745374;0.514;1.9604;15044;11.3;1539;1329.42;1009.3;5934;4.491;0.893;285.21381;39.027481;15.53
3940418;K00810.01;Kepler-1728 b;CONFIRMED;1;0;0;0;0;4.783002698;0.003;2.335;1008.7;2.5;886;145.48;70.6;5170;4.574;0.807;287.09399;39.060719;15.119
4049131;K00811.01;Kepler-687 b;CONFIRMED;1;0;0;0;0;20.50588921;0.26;4.0595;2105.5;3.41;518;17.06;78.5;4905;4.544;0.761;289.31543;39.153278;15.398
4139816;K00812.01;Kepler-235 b;CONFIRMED;1;0;0;0;0;3.340218842;0.466;1.9104;1632.6;2.03;656;43.73;71.6;3950;4.754;0.493;286.07913;39.27832;15.954
5287983;K00828.01;;FALSE POSITIVE;0;0;1;1;0;2.507089906;1.255;2.0067;1339.2;30.26;1326;730.47;64.9;5926;4.506;0.939;295.37805;40.493401;15.555
5358241;K00829.01;Kepler-53 b;CONFIRMED;1;0;0;0;0;18.64932728;0.08;4.4056;893.6;3.12;701;57.13;46.1;5775;4.405;1.053;290.46176;40.562462;15.386
10875245;K00117.02;Kepler-107 c;CONFIRMED;1;0;0;0;0;4.90144976;0.529;4.1654;140.7;1.7;1262;598.74;50.6;5847;4.191;1.402;297.02826;48.208611;12.487
5358241;K00829.02;Kepler-53 d;CONFIRMED;0.998;0;0;0;0;9.75192101;0.949;4.793;418;2.76;870;135.66;28.5;5775;4.405;1.053;290.46176;40.562462;15.386
5358241;K00829.03;Kepler-53 c;CONFIRMED;1;0;0;0;0;38.5576546;0.911;5.794;993;4.02;550;21.71;39.7;5775;4.405;1.053;290.46176;40.562462;15.386
5358624;K00830.01;Kepler-428 b;CONFIRMED;0.99;0;0;0;0;3.525632539;0.12;2.59959;22335;11.58;975;213.12;1996.7;5150;4.572;0.793;290.58173;40.5774;15.224
4664847;K00816.01;Kepler-690 b;CONFIRMED;1;0;0;0;0;7.748094239;0.517;3.5957;2472.1;5.52;964;204.39;113.2;5973;4.439;1.085;294.4899;39.771439;15.67
4725681;K00817.01;Kepler-236 c;CONFIRMED;1;0;0;0;0;23.96793669;0.416;3.827;1182.3;1.8;329;2.77;27.5;3747;4.728;0.524;283.86639;39.898079;15.414
4725681;K00817.02;Kepler-236 b;CONFIRMED;0.995;0;0;0;0;8.29561738;0.888;1.3421;824.3;1.82;469;11.39;17.9;3747;4.728;0.524;283.86639;39.898079;15.414
4913852;K00818.01;Kepler-691 b;CONFIRMED;1;0;0;0;0;8.11437482;0.573;2.2736;1558;2.1;460;10.55;56.4;3692;4.753;0.517;288.81201;40.033401;15.877
4932348;K00819.01;;FALSE POSITIVE;0;0;1;0;0;38.03672948;0.501;4.34617;82872;27.5;500;14.81;1300;5575;4.521;0.932;294.14789;40.055538;15.472
11913073;K00011.01;;FALSE POSITIVE;0;0;1;1;1;3.747838198;1.121;5.0642;616;13.65;1031;266.76;138.2;5514;4.569;0.826;291.06152;50.265129;13.496
10875245;K00117.01;Kepler-107 e;CONFIRMED;0.992;0;0;0;0;14.74914825;0.173;6.0995;430.2;2.89;874;137.91;107.4;5847;4.191;1.402;297.02826;48.208611;12.487
5021899;K00821.01;Kepler-692 b;CONFIRMED;1;0;0;0;0;21.81295996;0.053;4.3791;1175.4;3.38;639;39.33;37.8;5601;4.41;0.999;294.77686;40.15374;15.54
5077629;K00822.01;;FALSE POSITIVE;0;0;1;0;0;7.91936937;0.733;3.3148;15148;10.34;814;104;389;5690;4.588;0.776;283.53845;40.217999;15.805
5164255;K00824.01;Kepler-693 b;CONFIRMED;1;0;0;0;0;15.37562369;0.692;3.3169;15337;11.01;600;30.54;166;4986;4.496;0.833;283.25354;40.358189;16.422
5252423;K00825.01;Kepler-237 c;CONFIRMED;1;0;0;0;0;8.10363271;0.047;3.161;887.9;2.11;687;52.82;39.3;4861;4.574;0.732;283.22141;40.421829;15.289
5252423;K00825.02;Kepler-237 b;CONFIRMED;1;0;0;0;0;4.71510843;0.258;2.506;417.5;1.46;823;108.84;21.3;4861;4.574;0.732;283.22141;40.421829;15.289
5272878;K00826.01;Kepler-694 b;CONFIRMED;1;0;0;0;0;6.365839713;0.524;2.9721;780.7;2.44;914;165.33;70.8;5776;4.554;0.849;291.14951;40.420521;15.09
5283542;K00827.01;;FALSE POSITIVE;0.037;0;0;1;0;5.97581754;0.941;3.065;962.4;3.86;1047;284.25;50.3;6108;4.471;0.997;294.22397;40.417858;15.546
5649215;K00839.01;;FALSE POSITIVE;0;0;0;1;1;2.446737317;1.241;4.7211;1177.9;26.25;1261;597.19;110.2;5764;4.548;0.863;298.96112;40.862808;15.021
5651104;K00840.01;Kepler-695 b;CONFIRMED;1;0;0;0;0;3.04033046;0.736;1.8411;10859;8.99;1021;257.29;568.2;5035;4.519;0.791;299.3161;40.82238;15.028
5792202;K00841.01;Kepler-27 b;CONFIRMED;1;0;0;0;0;15.33528675;0.773;3.897;3081.4;5;610;32.67;86.6;5251;4.581;0.817;292.23676;41.08588;15.855
10875245;K00117.04;Kepler-107 d;CONFIRMED;0.998;0;0;0;0;7.95825328;0.706;4.377;50;1.06;1074;314.15;14.7;5847;4.191;1.402;297.02826;48.208611;12.487
5792202;K00841.02;Kepler-27 c;CONFIRMED;1;0;0;0;0;31.33046135;0.798;5.176;5073.8;6.5;481;12.61;117.2;5251;4.581;0.817;292.23676;41.08588;15.855
5370302;K00831.01;;FALSE POSITIVE;0.006;0;1;0;0;3.9043425;0.709;3.831;16228;12.28;1104;351.05;323.4;5810;4.526;0.898;294.05676;40.549679;15.016
5372966;K00832.01;;FALSE POSITIVE;0;0;1;0;0;9.286358079;0.377;3.49949;44791;17.61;796;95.03;1671.1;5670;4.523;0.821;294.74396;40.53392;15.365
5376067;K00833.01;;FALSE POSITIVE;0;0;1;0;0;3.951405455;1.276;2.1862;2453.9;31.44;1133;388.71;117.2;6046;4.539;0.869;295.50439;40.505489;15.446
5436502;K00834.01;Kepler-238 e;CONFIRMED;0.999;0;0;0;0;23.65369415;0.008;8.2183;3341.8;7.89;731;67.65;266.3;5739;4.191;1.384;287.89713;40.637821;15.084
5436502;K00834.02;Kepler-238 d;CONFIRMED;0.996;0;0;0;0;13.23352214;0.014;6.7372;504.6;3.06;888;146.67;49.1;5739;4.191;1.384;287.89713;40.637821;15.084
5436502;K00834.03;Kepler-238 c;CONFIRMED;0.997;0;0;0;0;6.15560285;0.235;4.9843;285;2.32;1146;406.94;35.1;5739;4.191;1.384;287.89713;40.637821;15.084
5436502;K00834.04;Kepler-238 b;CONFIRMED;1;0;0;0;0;2.090811305;0.746;3.388;115.9;1.62;1642;1718.04;19.9;5739;4.191;1.384;287.89713;40.637821;15.084
10875245;K00117.03;Kepler-107 b;CONFIRMED;0.995;0;0;0;0;3.180027898;0.196;3.5797;120.3;1.53;1458;1066.86;50.4;5847;4.191;1.402;297.02826;48.208611;12.487
5436502;K00834.05;Kepler-238 f;CONFIRMED;0.989;0;0;0;0;50.4467417;0.379;7.159;370.3;2.67;568;24.64;19.4;5739;4.191;1.384;287.89713;40.637821;15.084
5456651;K00835.01;Kepler-239 b;CONFIRMED;1;0;0;0;0;11.76307164;0.048;2.9076;1037.3;2.35;616;33.99;48.9;4959;4.603;0.756;294.20215;40.66341;15.208
5456651;K00835.02;Kepler-239 c;CONFIRMED;0.878;0;0;0;0;56.2279271;0.7;3.57;862.7;2.37;366;4.22;20.9;4959;4.603;0.756;294.20215;40.66341;15.208
5481416;K00836.01;;FALSE POSITIVE;0;0;1;1;1;2.384052875;1.178;3.0918;1268.1;17.06;1010;244.87;50.5;4794;4.58;0.701;299.64285;40.691238;15.836
5531576;K00837.01;Kepler-240 c;CONFIRMED;1;0;0;0;0;7.953547;0.3;2.6312;875.4;2.25;696;55.37;38.4;4768;4.536;0.779;291.15878;40.750271;15.66
5531576;K00837.02;Kepler-240 b;CONFIRMED;1;0;0;0;0;4.14451656;0.004;2.3421;391.8;1.48;864;132.08;22.8;4768;4.536;0.779;291.15878;40.750271;15.66
5534814;K00838.01;;FALSE POSITIVE;0;0;1;0;0;4.859386384;1.259;2.2757;6044.3;38.33;1114;364.23;269.7;6072;4.47;0.988;292.21436;40.759762;15.311
6291653;K00850.01;Kepler-702 b;CONFIRMED;0.999;0;0;0;0;10.52629458;0.644;2.5211;9768;8.24;713;61.16;482.3;5386;4.553;0.793;293.87811;41.66177;15.305
6392727;K00851.01;Kepler-703 b;CONFIRMED;1;0;0;0;0;4.583520948;0.045;2.7055;3812.1;5.39;1038;274.98;99.5;5815;4.54;0.877;299.18686;41.74268;15.287
6422070;K00852.01;Kepler-704 b;CONFIRMED;0.876;0;0;0;0;3.76181843;0.926;3.5176;510.6;2.66;1121;372.62;35.9;5653;4.472;0.949;283.31638;41.83712;15.257
6428700;K00853.01;Kepler-242 b;CONFIRMED;1;0;0;0;0;8.20396958;0.823;2.9667;1024.4;3.01;742;71.5;54.4;5015;4.499;0.826;286.5657;41.808399;15.376
6428700;K00853.02;Kepler-242 c;CONFIRMED;1;0;0;0;0;14.49645186;0.97;4.016;647.5;3.01;613;33.48;25.7;5015;4.499;0.826;286.5657;41.808399;15.376
5792202;K00841.03;Kepler-27 d;CONFIRMED;1;0;0;0;0;6.54626149;0.644;2.75;655.9;2.19;810;101.78;24.8;5251;4.581;0.817;292.23676;41.08588;15.855
