kepid;kepoi_name;kepler_name;koi_disposition;koi_score;koi_fpflag_nt;koi_fpflag_ss;koi_fpflag_co;koi_fpflag_ec;koi_period;koi_impact;koi_duration;koi_depth;koi_prad;koi_teq;koi_insol;koi_model_snr;koi_steff;koi_slogg;koi_srad;ra;dec;koi_kepmag
5735762;K00148.02;Kepler-48 c;CONFIRMED;1;0;0;0;0;9.673958488;0.194;3.2641;952.7;2.63;736;69.42;178;5192;4.489;0.873;299.13922;40.94902;13.04
8414907;K01134.01;;FALSE POSITIVE;0;1;0;1;1;100.3039228;1.256;8.702;5450;29.55;313;2.26;63.2;5055;4.566;0.772;284.51962;44.453941;15.783
8414907;K01134.02;;FALSE POSITIVE;0;1;0;1;1;200.6110335;;7.13;;;;;;;;;284.51962;44.453941;15.783
8397446;K01135.01;;FALSE POSITIVE;0;1;0;1;0;0.986620248;1.252;3.9722;1345.8;43.98;2308;6719.67;117.7;6243;4.176;1.385;301.40067;44.318039;15.022
8386035;K01136.01;;FALSE POSITIVE;0;1;0;1;1;1.63484631;;6.11;;;;17098.4;;;;;298.21188;44.324638;12.647
3962243;K01203.02;Kepler-276 b;CONFIRMED;0.985;0;0;0;0;14.12847677;0.811;3.685;628.7;2.73;739;70.5;23;5779;4.477;0.974;293.56815;39.03632;15.368
3962243;K01203.03;Kepler-276 d;CONFIRMED;0.829;0;0;0;0;48.6478543;0.988;5.464;641.8;4.14;489;13.57;12.2;5779;4.477;0.974;293.56815;39.03632;15.368
3438507;K01204.01;Kepler-788 b;CONFIRMED;1;0;0;0;0;8.39842977;0.573;6.344;340.1;2;984;221.66;28;6309;4.441;1.044;290.0004;38.53989;15.291
3869014;K01205.01;Kepler-789 b;CONFIRMED;1;0;0;0;0;8.63847391;0.049;5.4566;395.9;5.99;1419;958.35;38.6;5684;3.657;3.046;295.97516;38.94664;14.507
1871056;K01001.02;Kepler-264 c;CONFIRMED;0.991;0;0;0;0;140.10765;0.019;18.503;266.8;3.42;511;16.17;29;6207;3.963;2.097;292.04462;37.37624;13.038
1865042;K01002.01;Kepler-746 b;CONFIRMED;0.998;0;0;0;0;3.4815917;0.076;1.8069;135.2;1.17;1156;421.61;23.4;5405;4.374;1.022;290.68225;37.35511;13.615
2438502;K01003.01;;FALSE POSITIVE;0.046;0;1;0;0;8.360616221;0.21;7.5385;28066;40.35;1263;601.6;425.6;5463;3.79;2.445;290.32791;37.726742;16.209
2309585;K01004.01;;FALSE POSITIVE;0;0;1;1;1;1.838514968;0.045;2.7391;2721.7;4.86;1426;974.1;63.7;5751;4.508;0.94;292.89935;37.656059;15.373
5780460;K01005.01;Kepler-747 b;CONFIRMED;1;0;0;0;0;35.61760233;0.009;8.4559;4634.9;5.17;456;10.19;155;5123;4.523;0.779;288.4165;41.0298;15.703
8244190;K01071.01;;FALSE POSITIVE;0;0;0;1;1;1.09206833;0.469;1.8596;219.2;1.29;1611;1588.89;45.5;5639;4.551;0.859;295.51108;44.109261;14.495
8229696;K01072.01;Kepler-761 b;CONFIRMED;0.998;0;0;0;0;10.12805158;0.753;3.517;477.4;1.95;767;81.77;38;5676;4.548;0.82;290.5036;44.143581;14.743
8262210;K01073.01;;FALSE POSITIVE;0;0;1;1;1;1.613001111;0.448;2.394;104.1;1.25;1680;1878.1;19.3;5580;4.223;1.205;300.32898;44.151119;13.945
10272640;K01074.01;Kepler-762 b;CONFIRMED;1;0;0;0;0;3.770551475;0.053;3.8077;12440;12.05;1302;679.75;100.8;6322;4.426;1.075;291.27563;47.329491;15.439
10232123;K01075.01;;FALSE POSITIVE;0.964;0;0;1;0;1.343767797;0.891;1.9405;4702.6;18.66;2654;11675.38;269.8;6324;3.8;2.312;299.70078;47.291752;13.056
10223616;K01076.01;;FALSE POSITIVE;0;1;0;0;0;29.12436474;1.181;3.4209;6496;15.25;356;3.81;63.4;4457;4.767;0.481;297.39066;47.255711;15.187
8415745;K01138.01;;FALSE POSITIVE;0;0;1;1;0;31.82814583;1.276;2.917;4456.8;35.8;564;23.97;78.7;5908;4.507;0.92;284.99738;44.410198;15.582
8378634;K01139.01;;FALSE POSITIVE;0;0;1;1;1;3.629442796;0.97;5.63;426.6;3.28;1434;1001.35;76.4;6506;4.336;1.217;296.29196;44.33226;13.055
8397675;K01140.01;;FALSE POSITIVE;0.762;0;1;0;0;0.553261874;1.246;0.8875;1038.1;97.36;3689;43709.08;202.2;5679;3.565;3.142;301.47577;44.319759;13.501
8346392;K01141.01;Kepler-777 b;CONFIRMED;1;0;0;0;0;5.72812616;0.22;2.0295;643.4;1.38;569;24.74;20.8;3968;4.714;0.548;282.72406;44.34647;15.95
8288947;K01142.01;Kepler-778 b;CONFIRMED;1;0;0;0;0;3.75574267;0.127;2.2911;417.4;1.58;977;215.46;27.9;5311;4.588;0.788;287.47742;44.237511;15.764
8312852;K01143.01;;FALSE POSITIVE;0;0;0;1;0;7.44042933;0.968;2.991;547.3;2.74;883;144.12;34;5815;4.54;0.877;296.30762;44.21146;15.24
9480189;K00941.01;Kepler-257 c;CONFIRMED;1;0;0;0;0;6.581477136;0.137;3.0896;2318.9;4.56;881;142.63;116.2;5188;4.4;0.973;297.31598;46.023258;15.471
11974540;K00129.01;Kepler-470 b;CONFIRMED;1;0;1;0;0;24.66919273;0.073;7.03515;7382.3;77.76;1485;1150.61;603;5313;2.936;9.327;297.00943;50.372318;13.224
9480189;K00941.02;Kepler-257 b;CONFIRMED;1;0;0;0;0;2.382652873;0.682;1.8888;705.4;2.74;1237;553.53;45.5;5188;4.4;0.973;297.31598;46.023258;15.471
9480189;K00941.03;Kepler-257 d;CONFIRMED;1;0;0;0;0;24.66461416;0.8;2.8579;2398.8;5.34;567;24.53;56.7;5188;4.4;0.973;297.31598;46.023258;15.471
9512687;K00942.01;Kepler-735 b;CONFIRMED;1;0;0;0;0;11.51517167;0.311;2.006;1357.4;2.9;657;43.96;53.2;5177;4.59;0.798;284.68887;46.172249;15.386
8644288;K00137.01;Kepler-18 c;CONFIRMED;1;0;0;0;0;7.641567589;0.027;3.41018;2269.7;4.91;899;154.25;437.5;5356;4.338;1.055;298.07944;44.746319;13.549
5738346;K01006.01;;FALSE POSITIVE;0;0;1;0;0;30.6113932;1.264;3.576;3472;19.68;317;2.38;37.5;3900;4.727;0.534;299.65094;40.973282;15.97
1725016;K01007.01;Kepler-748 b;CONFIRMED;1;0;0;0;0;7.40742502;0.03;3.675;442;2.01;938;183.15;23.1;5922;4.474;0.961;292.26291;37.236992;15.242
1722276;K01008.01;;FALSE POSITIVE;0;1;0;0;0;569.934135;0.919;4.1904;18904;38.98;296;1.81;66.7;5367;3.783;2.057;291.69672;37.238041;14.645
892772;K01009.01;;FALSE POSITIVE;0;0;0;1;0;5.09246539;0.161;3.659;254;1.17;844;119.7;17.1;5037;4.547;0.751;291.15338;36.678841;15.162
1027438;K01010.01;;FALSE POSITIVE;;1;0;0;0;110.6157662;;5;;;;;;;;;291.35403;36.784519;13.62
10268907;K01077.01;;FALSE POSITIVE;0;0;0;0;1;1.103971357;0.52;0.926;317.9;1.37;1471;1109.79;21.7;5409;4.609;0.746;289.71466;47.34222;15.732
5446285;K00142.01;Kepler-88 b;CONFIRMED;;0;0;0;0;10.91610834;0.7699;3.6496;1479;3.93;758;78.19;302.2;5575;4.521;0.932;291.14807;40.669399;13.113
10166274;K01078.01;Kepler-267 b;CONFIRMED;1;0;0;0;0;3.353732008;0.051;1.4598;1264.7;1.65;615;33.76;47.8;3789;4.781;0.46;299.83041;47.157459;15.438
10166274;K01078.02;Kepler-267 c;CONFIRMED;0.99;0;0;0;0;6.877446033;0.79;1.3692;1632.3;2.05;484;12.95;39.6;3789;4.781;0.46;299.83041;47.157459;15.438
10166274;K01078.03;Kepler-267 d;CONFIRMED;0.992;0;0;0;0;28.46464804;0.035;2.6657;1629.8;1.87;301;1.95;28.9;3789;4.781;0.46;299.83041;47.157459;15.438
10153827;K01079.01;;FALSE POSITIVE;;0;0;0;0;0.293630085;1.2329;2.3857;2017.7;26.35;2503;9283.34;170;5665;4.554;0.843;296.33435;47.14558;15.822
5735762;K00148.03;Kepler-48 d;CONFIRMED;0.998;0;0;0;0;42.89645024;0.007;5.6897;555.3;2;448;9.54;66.8;5192;4.489;0.873;299.13922;40.94902;13.04
8302450;K01144.01;;FALSE POSITIVE;0;0;0;1;1;2.44199803;0.856;2.759;251.7;1.44;1282;638.05;27.2;5970;4.564;0.796;292.85965;44.200642;15.282
8351704;K01146.01;Kepler-779 b;CONFIRMED;1;0;0;0;0;7.09712124;0.05;2.1059;369.5;0.74;425;7.73;18.3;3569;4.861;0.389;285.62854;44.31089;15.649
8299955;K01147.01;;FALSE POSITIVE;0;0;0;1;1;2.6827683;0.769;2.957;79.8;1.19;1551;1366.57;26.7;6180;4.262;1.223;291.89075;44.223728;13.475
9513865;K00943.01;Kepler-736 b;CONFIRMED;1;0;0;0;0;3.601465336;0.021;2.2753;777.7;2.31;996;232.65;50.7;5052;4.48;0.855;285.39133;46.180939;15.733
9595686;K00944.01;;FALSE POSITIVE;1;0;1;1;0;3.108251172;0.9;2.5048;1867.7;4.43;1096;340.69;156.5;5330;4.495;0.847;294.79974;46.207569;15.361
9605514;K00945.01;Kepler-1666 b;CONFIRMED;1;0;0;0;0;25.8474958;0.054;5.985;537.4;2.4;672;48.23;27.3;6297;4.448;1.031;297.9516;46.264721;15.083
9605514;K00945.02;Kepler-1666 c;CONFIRMED;0.999;0;0;0;0;40.715561;0.008;6.894;680.9;2.7;578;26.34;28.9;6297;4.448;1.031;297.9516;46.264721;15.083
9661877;K00946.01;;FALSE POSITIVE;0;0;1;1;1;20.42720701;0.956;3.447;1273;4.42;674;48.72;36.7;6014;4.494;0.958;296.65915;46.382172;15.163
5728283;K01011.01;;FALSE POSITIVE;0;0;1;0;0;6.198273591;0.343;7.53837;47303;19.81;985;222.23;2561.1;6038;4.524;0.898;297.62027;40.943089;15.67
8127639;K01012.01;;FALSE POSITIVE;0;0;0;1;1;1.023471798;0.974;2.3499;861.4;3.78;1727;2103.09;63;5741;4.491;0.893;300.45575;43.934349;15.381
6047498;K01013.01;;FALSE POSITIVE;0;0;1;0;0;0.51872711;1.199;1.252;714.1;19.07;1965;3537.27;93.3;5572;4.597;0.762;293.38556;41.349819;15.348
8125580;K01014.01;Kepler-749 b;CONFIRMED;0.995;0;0;0;0;17.31711739;0.684;3.1518;1473;2.04;454;10.07;35.9;4719;4.753;0.502;299.89722;43.903912;15.759
8158127;K01015.01;Kepler-750 b;CONFIRMED;1;0;0;0;0;9.42889884;0.011;4.4481;565.4;4.39;1163;432.9;50.4;5897;3.98;1.86;289.09689;44.004379;14.5
10158990;K01080.01;;FALSE POSITIVE;0;0;1;1;1;1.096583368;0.421;2.1188;308.5;1.35;1474;1119.9;44.3;5222;4.528;0.763;297.78802;47.10107;14.867
10141900;K01082.01;Kepler-763 d;CONFIRMED;1;0;0;0;0;6.50327035;0.08;2.591;418.3;1.67;804;98.81;19;4999;4.49;0.843;292.14447;47.157349;15.692
10141900;K01082.02;Kepler-763 c;CONFIRMED;0.695;0;0;0;0;4.09667624;0.142;2.19;302.3;1.42;938;182.9;16.2;4999;4.49;0.843;292.14447;47.157349;15.692
10141900;K01082.03;Kepler-763 b;CONFIRMED;0.821;0;0;0;0;1.196548464;0.332;1.2592;224.6;1.25;1414;945.12;16.5;4999;4.49;0.843;292.14447;47.157349;15.692
8410727;K01148.01;Kepler-270 b;CONFIRMED;1;0;0;0;0;11.47609015;0.755;5.046;182.3;2.07;984;221.34;27.7;6071;4.202;1.41;282.2001;44.422298;13.908
8410727;K01148.02;Kepler-270 c;CONFIRMED;0.998;0;0;0;0;25.2630467;0.743;6.22;125.5;1.71;756;77.24;14.3;6071;4.202;1.41;282.2001;44.422298;13.908
8349405;K01149.01;;FALSE POSITIVE;;1;0;0;0;7.1688266;;1.29;;;;;;;;;284.38562;44.391289;15.602
8278371;K01150.01;Kepler-780 b;CONFIRMED;1;0;0;0;0;0.677374687;0.132;1.8361;76.7;0.9;2099;4572.56;38.7;5718;4.395;1.037;281.76639;44.292549;13.326
8280511;K01151.01;Kepler-271 b;CONFIRMED;1;0;0;0;0;10.43547031;0.174;3.4167;210.2;1.22;759;78.35;36.7;5528;4.499;0.853;283.00296;44.284229;13.404
8280511;K01151.02;Kepler-271 c;CONFIRMED;0.997;0;0;0;0;7.41084314;0.064;3.245;124.1;0.94;850;123.4;25.6;5528;4.499;0.853;283.00296;44.284229;13.404
9710326;K00947.01;Kepler-737 b;CONFIRMED;1;0;0;0;0;28.59914031;0.009;3.6567;1585.1;1.83;298;1.87;53.8;3755;4.781;0.461;291.86285;46.42926;15.19
9761882;K00948.01;Kepler-738 b;CONFIRMED;1;0;0;0;0;24.58716355;0.648;3.984;907.5;2.37;530;18.72;35.6;5474;4.605;0.749;287.56967;46.56786;15.598
5297298;K00130.01;;FALSE POSITIVE;0.913;0;1;0;0;34.19360031;0.625;5.41382;13715;21.95;778;86.74;1405.6;6129;3.991;1.786;297.36032;40.42981;13.325
9766437;K00949.01;Kepler-739 b;CONFIRMED;1;0;0;0;0;12.53248222;0.668;4.0168;1145.9;3.24;775;85.15;66.7;5997;4.522;0.904;290.06799;46.57914;15.485
9775938;K00951.01;Kepler-258 b;CONFIRMED;1;0;0;0;0;13.19720694;0.568;3.4872;2141.4;4.18;642;40.03;116.2;4954;4.462;0.885;294.06848;46.57933;15.223
8644288;K00137.02;Kepler-18 d;CONFIRMED;1;0;0;0;0;14.85890852;0.255;3.5252;3269;5.94;720;63.52;456.8;5356;4.338;1.055;298.07944;44.746319;13.549
8158127;K01015.02;Kepler-750 c;CONFIRMED;0.989;0;0;0;0;4.08897299;0.374;3.585;157.9;2.36;1537;1317.96;19;5897;3.98;1.86;289.09689;44.004379;14.5
8176653;K01016.01;;FALSE POSITIVE;0;0;0;1;0;2.866680334;0.968;1.1264;712.4;2.93;1045;282.64;43;5238;4.598;0.764;295.4722;44.077381;15.028
8174625;K01017.01;Kepler-751 b;CONFIRMED;1;0;0;0;0;17.44486016;0.871;4.445;826.9;3.24;679;50.32;46;5568;4.413;0.966;294.84384;44.077679;15.007
8183911;K01018.01;;FALSE POSITIVE;0;0;0;1;0;8.30697421;1.151;2.76;158.7;37.99;1246;570.93;17.4;5300;3.69;2.124;297.49332;44.051868;13.838
8179973;K01019.01;;FALSE POSITIVE;;1;0;0;0;2.49705175;;3.79;;;;;;;;;296.48187;44.009151;10.266
10157458;K01083.01;Kepler-764 b;CONFIRMED;1;0;0;0;0;7.33685101;0.018;3.548;325.8;1.52;875;138.46;21.6;5795;4.554;0.848;297.39319;47.164631;15.302
4649305;K00143.01;;FALSE POSITIVE;0.983;0;1;0;0;22.65117451;0.925;3.6895;2250;7.62;855;126.57;170.1;6968;4.31;1.333;290.10333;39.781631;13.682
10148521;K01084.01;;FALSE POSITIVE;0;0;0;1;0;1.204274435;0.528;1.3362;185.8;1.19;1564;1413.91;34.7;5668;4.552;0.849;294.59613;47.197449;14.415
10118816;K01085.01;Kepler-1735 b;CONFIRMED;0.993;0;0;0;0;7.71790675;0.112;1.84;306.8;0.9;502;15.01;12.6;3975;4.753;0.509;281.05011;47.188148;15.233
10122255;K01086.01;Kepler-765 b;CONFIRMED;1;0;0;0;0;27.6652847;0.004;6.633;469.2;2.21;641;39.94;36.1;6036;4.396;1.017;283.1846;47.15567;14.609
3124412;K01087.01;;FALSE POSITIVE;0;0;1;1;1;0.948950734;1.246;4.0245;2133;36.87;2103;4636.91;238.6;6307;4.391;1.133;293.24384;38.27327;14.909
3835670;K00149.01;Kepler-473 b;CONFIRMED;1;0;0;0;0;14.55730897;0.036;7.7643;956.9;4.32;879;141;200;5774;4.159;1.412;286.6301;38.945599;13.397
10287248;K01152.01;;FALSE POSITIVE;0;0;1;1;0;4.722254104;0.506;3.451;82670;14.45;557;22.67;314.1;3801;4.776;0.488;296.69562;47.327309;13.987
10351767;K01153.01;;FALSE POSITIVE;0;1;0;0;0;0.635069939;1.25;2.07171;33117;57.77;2351;7193.72;578.6;6340;4.434;1.058;296.32028;47.40657;14.539
10342041;K01155.01;;FALSE POSITIVE;0;0;0;1;1;0.933746515;1.262;6.6522;2936.6;25.54;1508;1222.25;549.5;5252;4.596;0.716;292.83301;47.495529;14.658
10514770;K01156.01;;FALSE POSITIVE;0;0;1;0;0;1.872421727;0.917;1.5261;3018.9;5.65;1298;672.92;179;5337;4.486;0.825;281.5238;47.755341;15.29
9775938;K00951.02;Kepler-258 c;CONFIRMED;0.982;0;0;0;0;33.6528474;0.567;3.9616;1140.8;3.05;470;11.5;41.9;4954;4.462;0.885;294.06848;46.57933;15.223
9787239;K00952.01;Kepler-32 b;CONFIRMED;1;0;0;0;0;5.90127815;0.03;2.1979;1525.2;1.94;514;16.54;56.6;3731;4.75;0.498;297.84241;46.574268;15.801
9787239;K00952.02;Kepler-32 c;CONFIRMED;1;0;0;0;0;8.75209691;0.017;2.3742;1367.6;1.83;451;9.76;44.8;3731;4.75;0.498;297.84241;46.574268;15.801
9787239;K00952.03;Kepler-32 d;CONFIRMED;1;0;0;0;0;22.78078241;0.008;3.3002;1925.1;2.17;328;2.73;46.4;3731;4.75;0.498;297.84241;46.574268;15.801
9787239;K00952.04;Kepler-32 e;CONFIRMED;0.968;0;0;0;0;2.896005211;0.082;1.6776;614.1;1.23;652;42.53;28.6;3731;4.75;0.498;297.84241;46.574268;15.801
9787239;K00952.05;Kepler-32 f;CONFIRMED;0.996;0;0;0;0;0.742957911;0.162;0.6688;843.3;1.47;1026;262.51;45.3;3731;4.75;0.498;297.84241;46.574268;15.801
2309719;K01020.01;;FALSE POSITIVE;0;0;1;0;0;54.35635067;1.142;6.4345;10510;38.81;566;24.18;628.1;6161;4.281;1.255;292.93085;37.60664;12.899
2558363;K01021.01;;FALSE POSITIVE;0;0;0;1;1;0.54624855;1.215;2.0543;639.7;18.93;1837;2677.36;42.9;5414;4.625;0.714;287.13388;37.83926;15.996
2716853;K01022.01;Kepler-752 b;CONFIRMED;1;0;0;0;0;18.82744023;0.025;4.664;1006.2;2.7;632;37.82;29.5;5687;4.538;0.86;292.26813;37.955639;15.762
2445154;K01023.01;;FALSE POSITIVE;0;0;0;1;1;8.4120069;0.022;3.923;819.6;1.71;590;28.69;39.7;4502;4.668;0.621;291.85382;37.74192;15.156
2715135;K01024.01;Kepler-753 b;CONFIRMED;1;0;0;0;0;5.747711909;0.575;1.8923;820.1;1.86;641;40.07;51.7;4252;4.64;0.632;291.90326;37.90229;14.496
8644288;K00137.03;Kepler-18 b;CONFIRMED;1;0;0;0;0;3.504691252;0.741;1.9811;315.1;2.03;1165;435.21;67.5;5356;4.338;1.055;298.07944;44.746319;13.549
3113266;K01088.01;;FALSE POSITIVE;0;0;1;1;0;0.995861402;1.256;1.1507;4993.8;26.93;1477;1124.35;272;5286;4.604;0.706;290.63943;38.28463;15.577
3247268;K01089.01;Kepler-418 b;CONFIRMED;0.934;0;0;0;0;86.67856052;0.291;10.1289;8244.1;9.83;434;8.41;318.3;5822;4.351;1.081;294.4335;38.35545;14.696
3247268;K01089.02;Kepler-418 c;CONFIRMED;1;0;0;0;0;12.21828097;0.778;2.6969;1843.4;5.1;835;114.59;90.1;5822;4.351;1.081;294.4335;38.35545;14.696
3232859;K01090.01;;FALSE POSITIVE;0;0;1;1;0;8.387210055;1.284;1.6477;4952;72.52;1211;509.55;180.6;6089;4.044;1.795;290.862;38.35358;14.01
3098184;K01091.01;;FALSE POSITIVE;0;0;1;0;1;15.2384539;0.74;19.292;7019;9.84;829;111.67;56;6384;4.419;1.086;286.00031;38.284599;15.148
2720309;K01092.01;;FALSE POSITIVE;;0;0;0;0;0.413334492;1.2313;2.3808;2025.1;31.52;2509;9374.09;236.9;5973;4.465;1.016;293.02512;37.992641;14.784
10342065;K01157.01;;FALSE POSITIVE;0;0;0;1;1;0.93374614;1.27;6.551;1717.5;149.71;3303;28084.15;365.7;5438;3.424;4.319;292.84213;47.483829;13.964
10352945;K01158.01;;FALSE POSITIVE;0;0;0;1;1;6.47179275;0.014;6.788;402.5;2.08;1075;316;30.7;6341;4.446;1.033;296.69971;47.406731;15.403
10354039;K01159.01;Kepler-1737 b;CONFIRMED;0.894;0;0;0;0;64.617518;0.9;5.796;2486.6;5.4;383;5.09;61.9;5043;4.47;0.881;297.01483;47.486431;15.332
10330115;K01160.01;Kepler-781 b;CONFIRMED;1;0;0;0;0;13.21409607;0.812;3.5641;1154.8;2.77;629;36.95;38;5333;4.62;0.728;287.65363;47.41481;15.987
10426656;K01161.01;Kepler-272 c;CONFIRMED;1;0;0;0;0;6.05729966;0.219;3.7419;385.2;1.94;947;189.98;35.1;5334;4.372;1.004;299.12753;47.59383;14.678
9820483;K00953.01;Kepler-740 b;CONFIRMED;1;0;0;0;0;3.584101048;0.045;2.7316;2608.1;4.66;1131;386.66;166.3;5739;4.518;0.922;286.48227;46.692451;15.954
9941662;K00013.01;Kepler-13 b;CONFIRMED;0.875;0;1;0;0;1.763587535;0.512;3.16877;4590.6;21.42;3559;37958.27;4061.9;9107;3.867;3.031;286.97119;46.868359;9.958
7778437;K00131.01;Kepler-471 b;CONFIRMED;1;0;0;0;0;5.014234733;0.066;4.589;6536;10.63;1308;692.13;794.3;6490;4.32;1.307;299.09753;43.497589;13.797
9823457;K00954.01;Kepler-259 b;CONFIRMED;1;0;0;0;0;8.11528727;0.916;3.211;834.9;3.1;879;140.92;59.1;5926;4.532;0.887;288.21194;46.615002;15.219
9823457;K00954.02;Kepler-259 c;CONFIRMED;1;0;0;0;0;36.9250409;0.838;4.9381;902;3.01;530;18.7;39.3;5926;4.532;0.887;288.21194;46.615002;15.219
2574201;K01025.01;;FALSE POSITIVE;0;0;1;1;0;37.4783492;1.161;5.317;1467.9;10.05;262;1.12;18.3;3687;4.813;0.44;291.10846;37.857792;15.501
2166206;K01028.01;;FALSE POSITIVE;0;0;0;1;1;8.09695764;1.165;3.319;283.5;34;1197;484.58;35.4;5949;4.024;1.707;292.73627;37.560341;13.295
2164169;K01029.01;Kepler-1732 b;CONFIRMED;1;0;0;0;0;32.3122867;0.934;6.569;677.8;4.84;699;56.49;33.6;5821;4.108;1.494;292.29099;37.580799;14.757
2574338;K01030.01;Kepler-1733 b;CONFIRMED;0.997;0;0;0;0;9.22961384;0.067;2.235;492.1;2.79;1021;257.11;19.3;6320;4.347;1.252;291.13849;37.859299;15.399
2584163;K01031.01;Kepler-754 b;CONFIRMED;0.885;0;0;0;0;14.5598556;0.026;5.624;290.6;1.64;758;78.26;15.6;5959;4.46;0.966;293.25412;37.846191;15.16
4180280;K00144.01;Kepler-472 b;CONFIRMED;1;0;0;0;0;4.176254191;0.715;3.6716;1360.1;3.07;876;139.48;249.7;4957;4.594;0.776;296.52429;39.24976;13.698
3239636;K01093.01;;FALSE POSITIVE;0;1;0;1;0;0.528755447;1.204;5.714;408.5;47.75;3271;27241.45;100.1;6151;3.92;1.954;292.58304;38.374378;14.662
2721030;K01094.01;Kepler-766 b;CONFIRMED;0.994;0;0;0;0;6.10027621;0.015;4.7476;766.6;2.59;990;227.15;43.2;5957;4.506;0.937;293.18454;37.969841;15.678
3340070;K01097.01;;FALSE POSITIVE;;0;0;0;0;10.9110487;0.9761;7.033;401.9;2.36;786;90.07;28.3;5903;4.546;0.864;290.89407;38.435032;15.172
7626506;K00150.01;Kepler-112 b;CONFIRMED;1;0;0;0;0;8.408878137;0.018;3.4967;798.9;2.28;809;101.22;147.2;5551;4.508;0.812;296.98102;43.209751;13.771
10426656;K01161.02;Kepler-272 d;CONFIRMED;0.991;0;0;0;0;10.93725572;0.866;3.0822;421.6;2.41;777;86.28;24.6;5334;4.372;1.004;299.12753;47.59383;14.678
10426656;K01161.03;Kepler-272 b;CONFIRMED;0.961;0;0;0;0;2.97136658;0.349;2.716;233.3;1.52;1200;490.13;25.6;5334;4.372;1.004;299.12753;47.59383;14.678
10528068;K01162.01;Kepler-782 b;CONFIRMED;0.999;0;0;0;0;158.6850022;0.034;11.5372;898.3;3.08;350;3.53;97.4;5751;4.34;1.034;288.86823;47.75943;12.783
10468940;K01163.01;Kepler-273 b;CONFIRMED;1;0;0;0;0;2.936527336;0.524;1.771;352.3;1.92;1209;505.22;34.7;5359;4.375;1.002;291.30222;47.697762;14.968
9825625;K00955.01;Kepler-741 b;CONFIRMED;1;0;0;0;0;7.03902016;0.015;3.8633;529.8;2.45;1051;288.92;54.3;6321;4.434;1.058;289.4317;46.617531;15.067
9875711;K00956.01;Kepler-742 b;CONFIRMED;1;0;0;0;0;8.360870704;0.494;2.7144;2039.7;3.67;690;53.68;120.9;4743;4.516;0.81;283.86603;46.789589;15.223
7661409;K00957.01;;FALSE POSITIVE;0;0;0;1;0;3.14051153;1.251;8.2806;1444.4;31.01;1306;689.48;139.5;6108;4.443;0.974;282.35324;43.335129;15.246
1026957;K00958.01;Kepler-1731 b;CONFIRMED;1;0;0;0;0;21.76129812;0.123;1.243;1300.7;2.53;486;13.18;60;4859;4.612;0.72;291.25449;36.74361;12.559
10002261;K00959.01;;FALSE POSITIVE;0.729;0;1;0;0;12.71379418;0.485;2.44093;36719;2.31;181;0.26;2981.3;2661;5.283;0.116;287.55972;46.957085;13.102
8176650;K00960.01;;FALSE POSITIVE;0;0;1;0;0;15.80110003;0.512;6.37505;37545;15.61;614;33.6;1642.2;5383;4.587;0.789;295.47067;44.010738;15.513
5899544;K01034.01;;FALSE POSITIVE;0;0;0;1;0;1.739428983;4.246;2.4894;5897.4;268.65;1268;612.49;130;5415;4.603;0.742;297.82956;41.141949;15.929
5963222;K01035.01;;FALSE POSITIVE;0;0;1;1;0;1.217266418;0.878;3.3208;5811.5;14.49;2378;7548.29;603.4;6631;4.145;1.638;292.76434;41.27528;13.371
5982353;K01036.01;;FALSE POSITIVE;0;0;1;0;0;19.56309252;0.842;6.9547;12992;23.76;965;205.39;2477;6208;3.959;1.831;297.52545;41.261841;11.115
6205468;K01037.01;;FALSE POSITIVE;0;0;1;1;1;3.7228551;0.911;12.8164;2969.2;5.67;1118;368.33;294.8;5873;4.547;0.863;291.98337;41.555111;15.513
8506766;K00138.01;;FALSE POSITIVE;0;0;1;0;0;48.93786896;0.981;6.5868;7240.1;24.19;764;80.37;445.7;7066;4.094;1.761;295.94092;44.57835;13.96
3240706;K01098.01;;FALSE POSITIVE;0;0;1;1;0;5.48990788;1.199;4.02;598.9;23.6;1039;275.65;36.7;5982;4.493;0.96;292.85608;38.37257;15.03
2853093;K01099.01;Kepler-767 b;CONFIRMED;1;0;0;0;0;161.5278347;0;3.6734;4653.6;8.19;366;4.25;54.7;5778;4.285;1.213;291.57916;38.035831;15.435
3228824;K01100.01;;FALSE POSITIVE;0;1;0;1;1;0.73093905;0.018;2.8437;451.1;1.45;1488;1159.62;52.4;4768;4.588;0.711;289.76483;38.35236;15.736
3245969;K01101.01;Kepler-768 b;CONFIRMED;1;0;0;0;0;11.39102358;0.732;2.303;448.6;1.67;618;34.55;10.5;4983;4.617;0.728;294.11566;38.393478;15.681
3231341;K01102.01;Kepler-24 c;CONFIRMED;1;0;0;0;0;12.33343853;0.979;6.221;536.4;4.12;915;165.3;31.7;5896;4.197;1.24;290.41327;38.34375;14.925
10468940;K01163.02;Kepler-273 c;CONFIRMED;1;0;0;0;0;8.01500821;0.645;3.0137;363;2;865;132.46;28.6;5359;4.375;1.002;291.30222;47.697762;14.968
10341831;K01164.01;;FALSE POSITIVE;0;0;0;1;1;0.933749941;1.225;6.606;415.3;12.93;919;168.44;88.8;3682;4.786;0.48;292.73892;47.49073;14.96
